RecordKey	DueDate	Indicator	Memo	ProjectCode	Reference2	ReferenceDate	Reference	Series	StampTax	StornoDate	TaxDate
RecordKey	DueDate	Indicator	Memo	ProjectCode	Reference2	ReferenceDate	Reference	Series	StampTax	StornoDate	TaxDate
4	20141201		Poliza de Depósitos Tienda No. 1	001	264586	20141201					20141201
3	20141201		Poliza de Depósitos Tienda No. 1	001	129812	20141201					20141201
2	20141201		Poliza de Depósitos Tienda No. 1	001	125934	20141201					20141201
6	20141201		Poliza de Depósitos Tienda No. 1	001	882064	20141201					20141201
1	20141201		Poliza de Depósitos Tienda No. 1	001	124414	20141201					20141201
5	20141201		Poliza de Depósitos Tienda No. 1	001	51796145	20141201					20141201
7	20141202		Poliza de Depósitos Tienda No. 1	001	088348	20141202					20141202
8	20141202		Poliza de Depósitos Tienda No. 1	001	129814	20141202					20141202
12	20141203		Poliza de Depósitos Tienda No. 1	001	522061	20141203					20141203
11	20141203		Poliza de Depósitos Tienda No. 1	001	277166	20141203					20141203
15	20141203		Poliza de Depósitos Tienda No. 1	001	TIGRE1	20141203					20141203
9	20141203		Poliza de Depósitos Tienda No. 1	001	109487	20141203					20141203
13	20141203		Poliza de Depósitos Tienda No. 1	001	608830	20141203					20141203
10	20141203		Poliza de Depósitos Tienda No. 1	001	129815	20141203					20141203
14	20141203		Poliza de Depósitos Tienda No. 1	001	696621	20141203					20141203
18	20141204		Poliza de Depósitos Tienda No. 1	001	212087	20141204					20141204
17	20141204		Poliza de Depósitos Tienda No. 1	001	129817	20141204					20141204
19	20141204		Poliza de Depósitos Tienda No. 1	001	293908	20141204					20141204
16	20141204		Poliza de Depósitos Tienda No. 1	001	037668	20141204					20141204
20	20141205		Poliza de Depósitos Tienda No. 1	001	129818	20141205					20141205
21	20141205		Poliza de Depósitos Tienda No. 1	001	647274	20141205					20141205
22	20141205		Poliza de Depósitos Tienda No. 1	001	TIGRE1	20141205					20141205
26	20141206		Poliza de Depósitos Tienda No. 1	001	227354	20141206					20141206
30	20141206		Poliza de Depósitos Tienda No. 1	001	561598	20141206					20141206
34	20141206		Poliza de Depósitos Tienda No. 1	001	671760	20141206					20141206
25	20141206		Poliza de Depósitos Tienda No. 1	001	129819	20141206					20141206
29	20141206		Poliza de Depósitos Tienda No. 1	001	40052449	20141206					20141206
33	20141206		Poliza de Depósitos Tienda No. 1	001	670295	20141206					20141206
24	20141206		Poliza de Depósitos Tienda No. 1	001	099478	20141206					20141206
28	20141206		Poliza de Depósitos Tienda No. 1	001	3328855	20141206					20141206
32	20141206		Poliza de Depósitos Tienda No. 1	001	650494	20141206					20141206
23	20141206		Poliza de Depósitos Tienda No. 1	001	000935	20141206					20141206
27	20141206		Poliza de Depósitos Tienda No. 1	001	241223	20141206					20141206
31	20141206		Poliza de Depósitos Tienda No. 1	001	572133	20141206					20141206
35	20141207		Poliza de Depósitos Tienda No. 1	001	033961	20141207					20141207
39	20141207		Poliza de Depósitos Tienda No. 1	001	173349	20141207					20141207
43	20141207		Poliza de Depósitos Tienda No. 1	001	269828	20141207					20141207
47	20141207		Poliza de Depósitos Tienda No. 1	001	695964	20141207					20141207
51	20141207		Poliza de Depósitos Tienda No. 1	001	984515	20141207					20141207
36	20141207		Poliza de Depósitos Tienda No. 1	001	048905	20141207					20141207
40	20141207		Poliza de Depósitos Tienda No. 1	001	189123	20141207					20141207
44	20141207		Poliza de Depósitos Tienda No. 1	001	364699	20141207					20141207
48	20141207		Poliza de Depósitos Tienda No. 1	001	902670	20141207					20141207
37	20141207		Poliza de Depósitos Tienda No. 1	001	049339	20141207					20141207
41	20141207		Poliza de Depósitos Tienda No. 1	001	201404	20141207					20141207
45	20141207		Poliza de Depósitos Tienda No. 1	001	458942	20141207					20141207
49	20141207		Poliza de Depósitos Tienda No. 1	001	904358	20141207					20141207
38	20141207		Poliza de Depósitos Tienda No. 1	001	129820	20141207					20141207
42	20141207		Poliza de Depósitos Tienda No. 1	001	202442	20141207					20141207
46	20141207		Poliza de Depósitos Tienda No. 1	001	460100	20141207					20141207
50	20141207		Poliza de Depósitos Tienda No. 1	001	906047	20141207					20141207
54	20141208		Poliza de Depósitos Tienda No. 1	001	125824	20141208					20141208
58	20141208		Poliza de Depósitos Tienda No. 1	001	337618	20141208					20141208
53	20141208		Poliza de Depósitos Tienda No. 1	001	068289	20141208					20141208
57	20141208		Poliza de Depósitos Tienda No. 1	001	275602	20141208					20141208
52	20141208		Poliza de Depósitos Tienda No. 1	001	006029	20141208					20141208
56	20141208		Poliza de Depósitos Tienda No. 1	001	257740	20141208					20141208
60	20141208		Poliza de Depósitos Tienda No. 1	001	723060	20141208					20141208
55	20141208		Poliza de Depósitos Tienda No. 1	001	215051	20141208					20141208
59	20141208		Poliza de Depósitos Tienda No. 1	001	648034	20141208					20141208
63	20141209		Poliza de Depósitos Tienda No. 1	001	125909	20141209					20141209
61	20141209		Poliza de Depósitos Tienda No. 1	001	  178829	20141209					20141209
62	20141209		Poliza de Depósitos Tienda No. 1	001	066082	20141209					20141209
66	20141210		Poliza de Depósitos Tienda No. 1	001	315348	20141210					20141210
65	20141210		Poliza de Depósitos Tienda No. 1	001	276413	20141210					20141210
64	20141210		Poliza de Depósitos Tienda No. 1	001	125927	20141210					20141210
68	20141211		Poliza de Depósitos Tienda No. 1	001	125911	20141211					20141211
72	20141211		Poliza de Depósitos Tienda No. 1	001	661585	20141211					20141211
67	20141211		Poliza de Depósitos Tienda No. 1	001	060965	20141211					20141211
71	20141211		Poliza de Depósitos Tienda No. 1	001	60053698	20141211					20141211
69	20141211		Poliza de Depósitos Tienda No. 1	001	318045	20141211					20141211
73	20141211		Poliza de Depósitos Tienda No. 1	001	676750	20141211					20141211
70	20141211		Poliza de Depósitos Tienda No. 1	001	332208	20141211					20141211
74	20141212		Poliza de Depósitos Tienda No. 1	001	000979	20141212					20141212
78	20141212		Poliza de Depósitos Tienda No. 1	001	603286	20141212					20141212
77	20141212		Poliza de Depósitos Tienda No. 1	001	60051027	20141212					20141212
81	20141212		Poliza de Depósitos Tienda No. 1	001	686998	20141212					20141212
75	20141212		Poliza de Depósitos Tienda No. 1	001	125912	20141212					20141212
79	20141212		Poliza de Depósitos Tienda No. 1	001	606316	20141212					20141212
76	20141212		Poliza de Depósitos Tienda No. 1	001	346713	20141212					20141212
80	20141212		Poliza de Depósitos Tienda No. 1	001	686969	20141212					20141212
84	20141213		Poliza de Depósitos Tienda No. 1	001	014720	20141213					20141213
88	20141213		Poliza de Depósitos Tienda No. 1	001	098236	20141213					20141213
92	20141213		Poliza de Depósitos Tienda No. 1	001	217241	20141213					20141213
96	20141213		Poliza de Depósitos Tienda No. 1	001	585192	20141213					20141213
100	20141213		Poliza de Depósitos Tienda No. 1	001	663051	20141213					20141213
104	20141213		Poliza de Depósitos Tienda No. 1	001	859367	20141213					20141213
83	20141213		Poliza de Depósitos Tienda No. 1	001	007637	20141213					20141213
87	20141213		Poliza de Depósitos Tienda No. 1	001	049459	20141213					20141213
91	20141213		Poliza de Depósitos Tienda No. 1	001	201335	20141213					20141213
95	20141213		Poliza de Depósitos Tienda No. 1	001	398421	20141213					20141213
99	20141213		Poliza de Depósitos Tienda No. 1	001	655522	20141213					20141213
103	20141213		Poliza de Depósitos Tienda No. 1	001	826772	20141213					20141213
85	20141213		Poliza de Depósitos Tienda No. 1	001	035908	20141213					20141213
89	20141213		Poliza de Depósitos Tienda No. 1	001	125953	20141213					20141213
93	20141213		Poliza de Depósitos Tienda No. 1	001	230861	20141213					20141213
97	20141213		Poliza de Depósitos Tienda No. 1	001	643462	20141213					20141213
101	20141213		Poliza de Depósitos Tienda No. 1	001	755845	20141213					20141213
105	20141213		Poliza de Depósitos Tienda No. 1	001	884282	20141213					20141213
82	20141213		Poliza de Depósitos Tienda No. 1	001	003892	20141213					20141213
86	20141213		Poliza de Depósitos Tienda No. 1	001	044936	20141213					20141213
90	20141213		Poliza de Depósitos Tienda No. 1	001	133596	20141213					20141213
94	20141213		Poliza de Depósitos Tienda No. 1	001	243868	20141213					20141213
98	20141213		Poliza de Depósitos Tienda No. 1	001	645970	20141213					20141213
102	20141213		Poliza de Depósitos Tienda No. 1	001	818534	20141213					20141213
106	20141213		Poliza de Depósitos Tienda No. 1	001	942022	20141213					20141213
110	20141214		Poliza de Depósitos Tienda No. 1	001	184123	20141214					20141214
114	20141214		Poliza de Depósitos Tienda No. 1	001	240318	20141214					20141214
118	20141214		Poliza de Depósitos Tienda No. 1	001	403372	20141214					20141214
122	20141214		Poliza de Depósitos Tienda No. 1	001	680552	20141214					20141214
126	20141214		Poliza de Depósitos Tienda No. 1	001	950057	20141214					20141214
109	20141214		Poliza de Depósitos Tienda No. 1	001	167042	20141214					20141214
113	20141214		Poliza de Depósitos Tienda No. 1	001	233780	20141214					20141214
117	20141214		Poliza de Depósitos Tienda No. 1	001	370551	20141214					20141214
121	20141214		Poliza de Depósitos Tienda No. 1	001	649666	20141214					20141214
125	20141214		Poliza de Depósitos Tienda No. 1	001	912119	20141214					20141214
107	20141214		Poliza de Depósitos Tienda No. 1	001	001008	20141214					20141214
111	20141214		Poliza de Depósitos Tienda No. 1	001	203825	20141214					20141214
115	20141214		Poliza de Depósitos Tienda No. 1	001	278046	20141214					20141214
119	20141214		Poliza de Depósitos Tienda No. 1	001	534837	20141214					20141214
123	20141214		Poliza de Depósitos Tienda No. 1	001	695718	20141214					20141214
127	20141214		Poliza de Depósitos Tienda No. 1	001	958820	20141214					20141214
108	20141214		Poliza de Depósitos Tienda No. 1	001	125933	20141214					20141214
112	20141214		Poliza de Depósitos Tienda No. 1	001	205794	20141214					20141214
116	20141214		Poliza de Depósitos Tienda No. 1	001	311910	20141214					20141214
120	20141214		Poliza de Depósitos Tienda No. 1	001	621824	20141214					20141214
124	20141214		Poliza de Depósitos Tienda No. 1	001	905012	20141214					20141214
128	20141214		Poliza de Depósitos Tienda No. 1	001	961264	20141214					20141214
132	20141215		Poliza de Depósitos Tienda No. 1	001	125913	20141215					20141215
136	20141215		Poliza de Depósitos Tienda No. 1	001	306578	20141215					20141215
140	20141215		Poliza de Depósitos Tienda No. 1	001	788091	20141215					20141215
131	20141215		Poliza de Depósitos Tienda No. 1	001	095802	20141215					20141215
135	20141215		Poliza de Depósitos Tienda No. 1	001	285904	20141215					20141215
139	20141215		Poliza de Depósitos Tienda No. 1	001	786469	20141215					20141215
129	20141215		Poliza de Depósitos Tienda No. 1	001	010528	20141215					20141215
133	20141215		Poliza de Depósitos Tienda No. 1	001	241214	20141215					20141215
137	20141215		Poliza de Depósitos Tienda No. 1	001	361968	20141215					20141215
130	20141215		Poliza de Depósitos Tienda No. 1	001	062919	20141215					20141215
134	20141215		Poliza de Depósitos Tienda No. 1	001	264497	20141215					20141215
138	20141215		Poliza de Depósitos Tienda No. 1	001	469997	20141215					20141215
142	20141216		Poliza de Depósitos Tienda No. 1	001	079701	20141216					20141216
146	20141216		Poliza de Depósitos Tienda No. 1	001	204259	20141216					20141216
150	20141216		Poliza de Depósitos Tienda No. 1	001	673891	20141216					20141216
154	20141216		Poliza de Depósitos Tienda No. 1	001	978060	20141216					20141216
141	20141216		Poliza de Depósitos Tienda No. 1	001	029768	20141216					20141216
145	20141216		Poliza de Depósitos Tienda No. 1	001	138008	20141216					20141216
149	20141216		Poliza de Depósitos Tienda No. 1	001	427494	20141216					20141216
153	20141216		Poliza de Depósitos Tienda No. 1	001	923389	20141216					20141216
143	20141216		Poliza de Depósitos Tienda No. 1	001	087991	20141216					20141216
147	20141216		Poliza de Depósitos Tienda No. 1	001	219659	20141216					20141216
151	20141216		Poliza de Depósitos Tienda No. 1	001	694322	20141216					20141216
144	20141216		Poliza de Depósitos Tienda No. 1	001	094440	20141216					20141216
148	20141216		Poliza de Depósitos Tienda No. 1	001	250377	20141216					20141216
152	20141216		Poliza de Depósitos Tienda No. 1	001	787893	20141216					20141216
156	20141217		Poliza de Depósitos Tienda No. 1	001	069569	20141217					20141217
160	20141217		Poliza de Depósitos Tienda No. 1	001	202669	20141217					20141217
164	20141217		Poliza de Depósitos Tienda No. 1	001	267429	20141217					20141217
168	20141217		Poliza de Depósitos Tienda No. 1	001	675985	20141217					20141217
155	20141217		Poliza de Depósitos Tienda No. 1	001	014355	20141217					20141217
159	20141217		Poliza de Depósitos Tienda No. 1	001	156403	20141217					20141217
163	20141217		Poliza de Depósitos Tienda No. 1	001	249795	20141217					20141217
167	20141217		Poliza de Depósitos Tienda No. 1	001	659360	20141217					20141217
157	20141217		Poliza de Depósitos Tienda No. 1	001	125915	20141217					20141217
161	20141217		Poliza de Depósitos Tienda No. 1	001	231632	20141217					20141217
165	20141217		Poliza de Depósitos Tienda No. 1	001	408329	20141217					20141217
169	20141217		Poliza de Depósitos Tienda No. 1	001	TIGRE1	20141217					20141217
158	20141217		Poliza de Depósitos Tienda No. 1	001	129.99	20141217					20141217
162	20141217		Poliza de Depósitos Tienda No. 1	001	239353	20141217					20141217
166	20141217		Poliza de Depósitos Tienda No. 1	001	425214	20141217					20141217
170	20141218		Poliza de Depósitos Tienda No. 1	001	001079	20141218					20141218
174	20141218		Poliza de Depósitos Tienda No. 1	001	218187	20141218					20141218
178	20141218		Poliza de Depósitos Tienda No. 1	001	274586	20141218					20141218
182	20141218		Poliza de Depósitos Tienda No. 1	001	625874	20141218					20141218
173	20141218		Poliza de Depósitos Tienda No. 1	001	212744	20141218					20141218
177	20141218		Poliza de Depósitos Tienda No. 1	001	238642	20141218					20141218
181	20141218		Poliza de Depósitos Tienda No. 1	001	624278	20141218					20141218
185	20141218		Poliza de Depósitos Tienda No. 1	001	930088	20141218					20141218
171	20141218		Poliza de Depósitos Tienda No. 1	001	008026	20141218					20141218
175	20141218		Poliza de Depósitos Tienda No. 1	001	232644	20141218					20141218
179	20141218		Poliza de Depósitos Tienda No. 1	001	549920	20141218					20141218
183	20141218		Poliza de Depósitos Tienda No. 1	001	666931	20141218					20141218
172	20141218		Poliza de Depósitos Tienda No. 1	001	125916	20141218					20141218
176	20141218		Poliza de Depósitos Tienda No. 1	001	233673	20141218					20141218
180	20141218		Poliza de Depósitos Tienda No. 1	001	581724	20141218					20141218
184	20141218		Poliza de Depósitos Tienda No. 1	001	905695	20141218					20141218
188	20141219		Poliza de Depósitos Tienda No. 1	001	125917	20141219					20141219
192	20141219		Poliza de Depósitos Tienda No. 1	001	274306	20141219					20141219
196	20141219		Poliza de Depósitos Tienda No. 1	001	668062	20141219					20141219
187	20141219		Poliza de Depósitos Tienda No. 1	001	096864	20141219					20141219
191	20141219		Poliza de Depósitos Tienda No. 1	001	235671	20141219					20141219
195	20141219		Poliza de Depósitos Tienda No. 1	001	35810	20141219					20141219
189	20141219		Poliza de Depósitos Tienda No. 1	001	217042	20141219					20141219
193	20141219		Poliza de Depósitos Tienda No. 1	001	325154	20141219					20141219
197	20141219		Poliza de Depósitos Tienda No. 1	001	691461	20141219					20141219
186	20141219		Poliza de Depósitos Tienda No. 1	001	042684	20141219					20141219
190	20141219		Poliza de Depósitos Tienda No. 1	001	231038	20141219					20141219
194	20141219		Poliza de Depósitos Tienda No. 1	001	353537	20141219					20141219
198	20141220		Poliza de Depósitos Tienda No. 1	001	022185	20141220					20141220
202	20141220		Poliza de Depósitos Tienda No. 1	001	125918	20141220					20141220
206	20141220		Poliza de Depósitos Tienda No. 1	001	234725	20141220					20141220
210	20141220		Poliza de Depósitos Tienda No. 1	001	309638	20141220					20141220
214	20141220		Poliza de Depósitos Tienda No. 1	001	384396	20141220					20141220
218	20141220		Poliza de Depósitos Tienda No. 1	001	471746	20141220					20141220
222	20141220		Poliza de Depósitos Tienda No. 1	001	489903	20141220					20141220
226	20141220		Poliza de Depósitos Tienda No. 1	001	680682	20141220					20141220
201	20141220		Poliza de Depósitos Tienda No. 1	001	087829	20141220					20141220
205	20141220		Poliza de Depósitos Tienda No. 1	001	209738	20141220					20141220
209	20141220		Poliza de Depósitos Tienda No. 1	001	308470	20141220					20141220
213	20141220		Poliza de Depósitos Tienda No. 1	001	382837	20141220					20141220
217	20141220		Poliza de Depósitos Tienda No. 1	001	454059	20141220					20141220
221	20141220		Poliza de Depósitos Tienda No. 1	001	481930	20141220					20141220
225	20141220		Poliza de Depósitos Tienda No. 1	001	633754	20141220					20141220
199	20141220		Poliza de Depósitos Tienda No. 1	001	075723	20141220					20141220
203	20141220		Poliza de Depósitos Tienda No. 1	001	132829	20141220					20141220
207	20141220		Poliza de Depósitos Tienda No. 1	001	277765	20141220					20141220
211	20141220		Poliza de Depósitos Tienda No. 1	001	346259	20141220					20141220
215	20141220		Poliza de Depósitos Tienda No. 1	001	418232	20141220					20141220
219	20141220		Poliza de Depósitos Tienda No. 1	001	475487	20141220					20141220
223	20141220		Poliza de Depósitos Tienda No. 1	001	498289	20141220					20141220
200	20141220		Poliza de Depósitos Tienda No. 1	001	086981	20141220					20141220
204	20141220		Poliza de Depósitos Tienda No. 1	001	195839	20141220					20141220
208	20141220		Poliza de Depósitos Tienda No. 1	001	294401	20141220					20141220
212	20141220		Poliza de Depósitos Tienda No. 1	001	366232	20141220					20141220
216	20141220		Poliza de Depósitos Tienda No. 1	001	446803	20141220					20141220
220	20141220		Poliza de Depósitos Tienda No. 1	001	481599	20141220					20141220
224	20141220		Poliza de Depósitos Tienda No. 1	001	60050361	20141220					20141220
228	20141221		Poliza de Depósitos Tienda No. 1	001	005971	20141221					20141221
232	20141221		Poliza de Depósitos Tienda No. 1	001	025292	20141221					20141221
236	20141221		Poliza de Depósitos Tienda No. 1	001	207854	20141221					20141221
240	20141221		Poliza de Depósitos Tienda No. 1	001	268628	20141221					20141221
244	20141221		Poliza de Depósitos Tienda No. 1	001	438804	20141221					20141221
248	20141221		Poliza de Depósitos Tienda No. 1	001	494326	20141221					20141221
252	20141221		Poliza de Depósitos Tienda No. 1	001	705698	20141221					20141221
256	20141221		Poliza de Depósitos Tienda No. 1	001	768614	20141221					20141221
260	20141221		Poliza de Depósitos Tienda No. 1	001	947554	20141221					20141221
227	20141221		Poliza de Depósitos Tienda No. 1	001	004003	20141221					20141221
231	20141221		Poliza de Depósitos Tienda No. 1	001	017049	20141221					20141221
235	20141221		Poliza de Depósitos Tienda No. 1	001	167940	20141221					20141221
239	20141221		Poliza de Depósitos Tienda No. 1	001	238628	20141221					20141221
243	20141221		Poliza de Depósitos Tienda No. 1	001	370503	20141221					20141221
247	20141221		Poliza de Depósitos Tienda No. 1	001	494239	20141221					20141221
251	20141221		Poliza de Depósitos Tienda No. 1	001	699303	20141221					20141221
255	20141221		Poliza de Depósitos Tienda No. 1	001	766378	20141221					20141221
259	20141221		Poliza de Depósitos Tienda No. 1	001	924292	20141221					20141221
229	20141221		Poliza de Depósitos Tienda No. 1	001	00697	20141221					20141221
233	20141221		Poliza de Depósitos Tienda No. 1	001	125955	20141221					20141221
237	20141221		Poliza de Depósitos Tienda No. 1	001	209863	20141221					20141221
241	20141221		Poliza de Depósitos Tienda No. 1	001	272415	20141221					20141221
245	20141221		Poliza de Depósitos Tienda No. 1	001	469776	20141221					20141221
249	20141221		Poliza de Depósitos Tienda No. 1	001	545740	20141221					20141221
253	20141221		Poliza de Depósitos Tienda No. 1	001	744621	20141221					20141221
257	20141221		Poliza de Depósitos Tienda No. 1	001	837250	20141221					20141221
230	20141221		Poliza de Depósitos Tienda No. 1	001	015146	20141221					20141221
234	20141221		Poliza de Depósitos Tienda No. 1	001	137815	20141221					20141221
238	20141221		Poliza de Depósitos Tienda No. 1	001	229504	20141221					20141221
242	20141221		Poliza de Depósitos Tienda No. 1	001	298452	20141221					20141221
246	20141221		Poliza de Depósitos Tienda No. 1	001	470766	20141221					20141221
250	20141221		Poliza de Depósitos Tienda No. 1	001	630538	20141221					20141221
254	20141221		Poliza de Depósitos Tienda No. 1	001	764553	20141221					20141221
258	20141221		Poliza de Depósitos Tienda No. 1	001	873571	20141221					20141221
262	20141222		Poliza de Depósitos Tienda No. 1	001	115281	20141222					20141222
266	20141222		Poliza de Depósitos Tienda No. 1	001	13015	20141222					20141222
270	20141222		Poliza de Depósitos Tienda No. 1	001	190953	20141222					20141222
274	20141222		Poliza de Depósitos Tienda No. 1	001	27231	20141222					20141222
278	20141222		Poliza de Depósitos Tienda No. 1	001	58816	20141222					20141222
261	20141222		Poliza de Depósitos Tienda No. 1	001	047840	20141222					20141222
265	20141222		Poliza de Depósitos Tienda No. 1	001	128547	20141222					20141222
269	20141222		Poliza de Depósitos Tienda No. 1	001	183604	20141222					20141222
273	20141222		Poliza de Depósitos Tienda No. 1	001	236398	20141222					20141222
277	20141222		Poliza de Depósitos Tienda No. 1	001	577344	20141222					20141222
263	20141222		Poliza de Depósitos Tienda No. 1	001	124706	20141222					20141222
267	20141222		Poliza de Depósitos Tienda No. 1	001	134654	20141222					20141222
271	20141222		Poliza de Depósitos Tienda No. 1	001	205059	20141222					20141222
275	20141222		Poliza de Depósitos Tienda No. 1	001	295965	20141222					20141222
279	20141222		Poliza de Depósitos Tienda No. 1	001	702049	20141222					20141222
264	20141222		Poliza de Depósitos Tienda No. 1	001	125923	20141222					20141222
268	20141222		Poliza de Depósitos Tienda No. 1	001	145229	20141222					20141222
272	20141222		Poliza de Depósitos Tienda No. 1	001	226207	20141222					20141222
276	20141222		Poliza de Depósitos Tienda No. 1	001	50088	20141222					20141222
280	20141222		Poliza de Depósitos Tienda No. 1	001	917136	20141222					20141222
284	20141223		Poliza de Depósitos Tienda No. 1	001	181657	20141223					20141223
288	20141223		Poliza de Depósitos Tienda No. 1	001	253163	20141223					20141223
292	20141223		Poliza de Depósitos Tienda No. 1	001	489513	20141223					20141223
296	20141223		Poliza de Depósitos Tienda No. 1	001	641086	20141223					20141223
300	20141223		Poliza de Depósitos Tienda No. 1	001	84378	20141223					20141223
283	20141223		Poliza de Depósitos Tienda No. 1	001	125924	20141223					20141223
287	20141223		Poliza de Depósitos Tienda No. 1	001	224472	20141223					20141223
291	20141223		Poliza de Depósitos Tienda No. 1	001	410785	20141223					20141223
295	20141223		Poliza de Depósitos Tienda No. 1	001	592028	20141223					20141223
299	20141223		Poliza de Depósitos Tienda No. 1	001	73010	20141223					20141223
281	20141223		Poliza de Depósitos Tienda No. 1	001	113564	20141223					20141223
285	20141223		Poliza de Depósitos Tienda No. 1	001	193786	20141223					20141223
289	20141223		Poliza de Depósitos Tienda No. 1	001	296549	20141223					20141223
293	20141223		Poliza de Depósitos Tienda No. 1	001	531542	20141223					20141223
297	20141223		Poliza de Depósitos Tienda No. 1	001	659808	20141223					20141223
301	20141223		Poliza de Depósitos Tienda No. 1	001	85653	20141223					20141223
282	20141223		Poliza de Depósitos Tienda No. 1	001	118767	20141223					20141223
286	20141223		Poliza de Depósitos Tienda No. 1	001	210324	20141223					20141223
290	20141223		Poliza de Depósitos Tienda No. 1	001	313868	20141223					20141223
294	20141223		Poliza de Depósitos Tienda No. 1	001	586941	20141223					20141223
298	20141223		Poliza de Depósitos Tienda No. 1	001	660236	20141223					20141223
302	20141224		Poliza de Depósitos Tienda No. 1	001	001185	20141224					20141224
306	20141224		Poliza de Depósitos Tienda No. 1	001	125919	20141224					20141224
310	20141224		Poliza de Depósitos Tienda No. 1	001	197247	20141224					20141224
314	20141224		Poliza de Depósitos Tienda No. 1	001	410187	20141224					20141224
318	20141224		Poliza de Depósitos Tienda No. 1	001	535054	20141224					20141224
322	20141224		Poliza de Depósitos Tienda No. 1	001	682121	20141224					20141224
305	20141224		Poliza de Depósitos Tienda No. 1	001	027481	20141224					20141224
309	20141224		Poliza de Depósitos Tienda No. 1	001	175557	20141224					20141224
313	20141224		Poliza de Depósitos Tienda No. 1	001	250385	20141224					20141224
317	20141224		Poliza de Depósitos Tienda No. 1	001	451577	20141224					20141224
321	20141224		Poliza de Depósitos Tienda No. 1	001	655080	20141224					20141224
325	20141224		Poliza de Depósitos Tienda No. 1	001	944434	20141224					20141224
303	20141224		Poliza de Depósitos Tienda No. 1	001	025619	20141224					20141224
307	20141224		Poliza de Depósitos Tienda No. 1	001	152819	20141224					20141224
311	20141224		Poliza de Depósitos Tienda No. 1	001	197575	20141224					20141224
315	20141224		Poliza de Depósitos Tienda No. 1	001	425664	20141224					20141224
319	20141224		Poliza de Depósitos Tienda No. 1	001	640820	20141224					20141224
323	20141224		Poliza de Depósitos Tienda No. 1	001	871878	20141224					20141224
304	20141224		Poliza de Depósitos Tienda No. 1	001	027037	20141224					20141224
308	20141224		Poliza de Depósitos Tienda No. 1	001	169505	20141224					20141224
312	20141224		Poliza de Depósitos Tienda No. 1	001	234749	20141224					20141224
316	20141224		Poliza de Depósitos Tienda No. 1	001	446072	20141224					20141224
320	20141224		Poliza de Depósitos Tienda No. 1	001	650086	20141224					20141224
324	20141224		Poliza de Depósitos Tienda No. 1	001	875929	20141224					20141224
328	20141226		Poliza de Depósitos Tienda No. 1	001	255614	20141226					20141226
327	20141226		Poliza de Depósitos Tienda No. 1	001	125932	20141226					20141226
331	20141226		Poliza de Depósitos Tienda No. 1	001	641248	20141226					20141226
329	20141226		Poliza de Depósitos Tienda No. 1	001	256063	20141226					20141226
326	20141226		Poliza de Depósitos Tienda No. 1	001	069878	20141226					20141226
330	20141226		Poliza de Depósitos Tienda No. 1	001	265599	20141226					20141226
334	20141227		Poliza de Depósitos Tienda No. 1	001	235372	20141227					20141227
338	20141227		Poliza de Depósitos Tienda No. 1	001	713570	20141227					20141227
333	20141227		Poliza de Depósitos Tienda No. 1	001	125937	20141227					20141227
337	20141227		Poliza de Depósitos Tienda No. 1	001	662985	20141227					20141227
335	20141227		Poliza de Depósitos Tienda No. 1	001	263168	20141227					20141227
332	20141227		Poliza de Depósitos Tienda No. 1	001	010856	20141227					20141227
336	20141227		Poliza de Depósitos Tienda No. 1	001	526734	20141227					20141227
340	20141228		Poliza de Depósitos Tienda No. 1	001	125947	20141228					20141228
344	20141228		Poliza de Depósitos Tienda No. 1	001	74147777	20141228					20141228
339	20141228		Poliza de Depósitos Tienda No. 1	001	010001	20141228					20141228
343	20141228		Poliza de Depósitos Tienda No. 1	001	599246	20141228					20141228
341	20141228		Poliza de Depósitos Tienda No. 1	001	191002	20141228					20141228
345	20141228		Poliza de Depósitos Tienda No. 1	001	752104	20141228					20141228
342	20141228		Poliza de Depósitos Tienda No. 1	001	305229	20141228					20141228
346	20141228		Poliza de Depósitos Tienda No. 1	001	782651	20141228					20141228
350	20141229		Poliza de Depósitos Tienda No. 1	001	076548	20141229					20141229
354	20141229		Poliza de Depósitos Tienda No. 1	001	261049	20141229					20141229
349	20141229		Poliza de Depósitos Tienda No. 1	001	050537	20141229					20141229
353	20141229		Poliza de Depósitos Tienda No. 1	001	254460	20141229					20141229
347	20141229		Poliza de Depósitos Tienda No. 1	001	009049	20141229					20141229
351	20141229		Poliza de Depósitos Tienda No. 1	001	091475	20141229					20141229
355	20141229		Poliza de Depósitos Tienda No. 1	001	925894	20141229					20141229
348	20141229		Poliza de Depósitos Tienda No. 1	001	050501	20141229					20141229
352	20141229		Poliza de Depósitos Tienda No. 1	001	125920	20141229					20141229
356	20141230		Poliza de Depósitos Tienda No. 1	001	001914	20141230					20141230
360	20141230		Poliza de Depósitos Tienda No. 1	001	225112	20141230					20141230
364	20141230		Poliza de Depósitos Tienda No. 1	001	692162	20141230					20141230
359	20141230		Poliza de Depósitos Tienda No. 1	001	144056	20141230					20141230
363	20141230		Poliza de Depósitos Tienda No. 1	001	309614	20141230					20141230
357	20141230		Poliza de Depósitos Tienda No. 1	001	071398	20141230					20141230
361	20141230		Poliza de Depósitos Tienda No. 1	001	242552	20141230					20141230
358	20141230		Poliza de Depósitos Tienda No. 1	001	125948	20141230					20141230
362	20141230		Poliza de Depósitos Tienda No. 1	001	246826	20141230					20141230
