RecordKey	DueDate	Indicator	Memo	ProjectCode	Reference2	ReferenceDate	Reference	Series	StampTax	StornoDate	TaxDate
RecordKey	DueDate	Indicator	Memo	ProjectCode	Reference2	ReferenceDate	Reference	Series	StampTax	StornoDate	TaxDate
1729	20141201		Poliza de Depósitos Tienda No. 16	016	162365	20141201					20141201
1733	20141201		Poliza de Depósitos Tienda No. 16	016	855434	20141201					20141201
1731	20141201		Poliza de Depósitos Tienda No. 16	016	236512	20141201					20141201
1732	20141201		Poliza de Depósitos Tienda No. 16	016	45208	20141201					20141201
1736	20141202		Poliza de Depósitos Tienda No. 16	016	203223	20141202					20141202
1735	20141202		Poliza de Depósitos Tienda No. 16	016	169454	20141202					20141202
1737	20141202		Poliza de Depósitos Tienda No. 16	016	89607	20141202					20141202
1741	20141203		Poliza de Depósitos Tienda No. 16	016	89479	20141203					20141203
1738	20141203		Poliza de Depósitos Tienda No. 16	016	011613	20141203					20141203
1739	20141203		Poliza de Depósitos Tienda No. 16	016	361191	20141203					20141203
1740	20141203		Poliza de Depósitos Tienda No. 16	016	438951	20141203					20141203
1744	20141204		Poliza de Depósitos Tienda No. 16	016	49781	20141204					20141204
1748	20141204		Poliza de Depósitos Tienda No. 16	016	652102	20141204					20141204
1743	20141204		Poliza de Depósitos Tienda No. 16	016	28581	20141204					20141204
1747	20141204		Poliza de Depósitos Tienda No. 16	016	639625	20141204					20141204
1742	20141204		Poliza de Depósitos Tienda No. 16	016	208320	20141204					20141204
1746	20141204		Poliza de Depósitos Tienda No. 16	016	592279	20141204					20141204
1745	20141204		Poliza de Depósitos Tienda No. 16	016	577472	20141204					20141204
1749	20141204		Poliza de Depósitos Tienda No. 16	016	89480	20141204					20141204
1753	20141205		Poliza de Depósitos Tienda No. 16	016	60057976	20141205					20141205
1750	20141205		Poliza de Depósitos Tienda No. 16	016	136617	20141205					20141205
1754	20141205		Poliza de Depósitos Tienda No. 16	016	887287	20141205					20141205
1751	20141205		Poliza de Depósitos Tienda No. 16	016	222264	20141205					20141205
1755	20141205		Poliza de Depósitos Tienda No. 16	016	89482	20141205					20141205
1752	20141205		Poliza de Depósitos Tienda No. 16	016	281514	20141205					20141205
1756	20141205		Poliza de Depósitos Tienda No. 16	016	914986	20141205					20141205
1760	20141206		Poliza de Depósitos Tienda No. 16	016	194091	20141206					20141206
1764	20141206		Poliza de Depósitos Tienda No. 16	016	266227	20141206					20141206
1759	20141206		Poliza de Depósitos Tienda No. 16	016	162647	20141206					20141206
1763	20141206		Poliza de Depósitos Tienda No. 16	016	250767	20141206					20141206
1767	20141206		Poliza de Depósitos Tienda No. 16	016	719059	20141206					20141206
1758	20141206		Poliza de Depósitos Tienda No. 16	016	121714	20141206					20141206
1762	20141206		Poliza de Depósitos Tienda No. 16	016	230318	20141206					20141206
1766	20141206		Poliza de Depósitos Tienda No. 16	016	627095	20141206					20141206
1757	20141206		Poliza de Depósitos Tienda No. 16	016	000185	20141206					20141206
1761	20141206		Poliza de Depósitos Tienda No. 16	016	2218517	20141206					20141206
1765	20141206		Poliza de Depósitos Tienda No. 16	016	447630	20141206					20141206
1769	20141207		Poliza de Depósitos Tienda No. 16	016	054023	20141207					20141207
1773	20141207		Poliza de Depósitos Tienda No. 16	016	192629	20141207					20141207
1777	20141207		Poliza de Depósitos Tienda No. 16	016	251956	20141207					20141207
1781	20141207		Poliza de Depósitos Tienda No. 16	016	481376	20141207					20141207
1770	20141207		Poliza de Depósitos Tienda No. 16	016	148011	20141207					20141207
1774	20141207		Poliza de Depósitos Tienda No. 16	016	210438	20141207					20141207
1778	20141207		Poliza de Depósitos Tienda No. 16	016	26015	20141207					20141207
1782	20141207		Poliza de Depósitos Tienda No. 16	016	813237	20141207					20141207
1771	20141207		Poliza de Depósitos Tienda No. 16	016	151035	20141207					20141207
1775	20141207		Poliza de Depósitos Tienda No. 16	016	211760	20141207					20141207
1779	20141207		Poliza de Depósitos Tienda No. 16	016	457571	20141207					20141207
1783	20141207		Poliza de Depósitos Tienda No. 16	016	89483	20141207					20141207
1768	20141207		Poliza de Depósitos Tienda No. 16	016	017988	20141207					20141207
1772	20141207		Poliza de Depósitos Tienda No. 16	016	181044	20141207					20141207
1776	20141207		Poliza de Depósitos Tienda No. 16	016	244613	20141207					20141207
1780	20141207		Poliza de Depósitos Tienda No. 16	016	477783	20141207					20141207
1784	20141208		Poliza de Depósitos Tienda No. 16	016	007248	20141208					20141208
1788	20141208		Poliza de Depósitos Tienda No. 16	016	230079	20141208					20141208
1792	20141208		Poliza de Depósitos Tienda No. 16	016	632038	20141208					20141208
1796	20141208		Poliza de Depósitos Tienda No. 16	016	89484	20141208					20141208
1787	20141208		Poliza de Depósitos Tienda No. 16	016	223409	20141208					20141208
1791	20141208		Poliza de Depósitos Tienda No. 16	016	581159	20141208					20141208
1795	20141208		Poliza de Depósitos Tienda No. 16	016	837881	20141208					20141208
1786	20141208		Poliza de Depósitos Tienda No. 16	016	162687	20141208					20141208
1790	20141208		Poliza de Depósitos Tienda No. 16	016	563165	20141208					20141208
1794	20141208		Poliza de Depósitos Tienda No. 16	016	692674	20141208					20141208
1785	20141208		Poliza de Depósitos Tienda No. 16	016	070003	20141208					20141208
1789	20141208		Poliza de Depósitos Tienda No. 16	016	251739	20141208					20141208
1793	20141208		Poliza de Depósitos Tienda No. 16	016	690442	20141208					20141208
1797	20141209		Poliza de Depósitos Tienda No. 16	016	203777	20141209					20141209
1801	20141209		Poliza de Depósitos Tienda No. 16	016	290884	20141209					20141209
1798	20141209		Poliza de Depósitos Tienda No. 16	016	204706	20141209					20141209
1802	20141209		Poliza de Depósitos Tienda No. 16	016	89485	20141209					20141209
1799	20141209		Poliza de Depósitos Tienda No. 16	016	255654	20141209					20141209
1800	20141209		Poliza de Depósitos Tienda No. 16	016	258119	20141209					20141209
1804	20141210		Poliza de Depósitos Tienda No. 16	016	173917	20141210					20141210
1803	20141210		Poliza de Depósitos Tienda No. 16	016	171335	20141210					20141210
1807	20141210		Poliza de Depósitos Tienda No. 16	016	89486	20141210					20141210
1806	20141210		Poliza de Depósitos Tienda No. 16	016	686561	20141210					20141210
1805	20141210		Poliza de Depósitos Tienda No. 16	016	349395	20141210					20141210
1809	20141211		Poliza de Depósitos Tienda No. 16	016	276590	20141211					20141211
1813	20141211		Poliza de Depósitos Tienda No. 16	016	89487	20141211					20141211
1810	20141211		Poliza de Depósitos Tienda No. 16	016	405874	20141211					20141211
1811	20141211		Poliza de Depósitos Tienda No. 16	016	599082	20141211					20141211
1808	20141211		Poliza de Depósitos Tienda No. 16	016	000231	20141211					20141211
1812	20141211		Poliza de Depósitos Tienda No. 16	016	621993	20141211					20141211
1816	20141212		Poliza de Depósitos Tienda No. 16	016	158430	20141212					20141212
1820	20141212		Poliza de Depósitos Tienda No. 16	016	635120	20141212					20141212
1815	20141212		Poliza de Depósitos Tienda No. 16	016	11024	20141212					20141212
1819	20141212		Poliza de Depósitos Tienda No. 16	016	60053708	20141212					20141212
1814	20141212		Poliza de Depósitos Tienda No. 16	016	008529	20141212					20141212
1818	20141212		Poliza de Depósitos Tienda No. 16	016	549093	20141212					20141212
1817	20141212		Poliza de Depósitos Tienda No. 16	016	221541	20141212					20141212
1821	20141212		Poliza de Depósitos Tienda No. 16	016	89488	20141212					20141212
1825	20141213		Poliza de Depósitos Tienda No. 16	016	202966	20141213					20141213
1829	20141213		Poliza de Depósitos Tienda No. 16	016	279389	20141213					20141213
1833	20141213		Poliza de Depósitos Tienda No. 16	016	49904	20141213					20141213
1837	20141213		Poliza de Depósitos Tienda No. 16	016	673880	20141213					20141213
1841	20141213		Poliza de Depósitos Tienda No. 16	016	75407	20141213					20141213
1845	20141213		Poliza de Depósitos Tienda No. 16	016	891458	20141213					20141213
1822	20141213		Poliza de Depósitos Tienda No. 16	016	011957	20141213					20141213
1826	20141213		Poliza de Depósitos Tienda No. 16	016	209990	20141213					20141213
1830	20141213		Poliza de Depósitos Tienda No. 16	016	356768	20141213					20141213
1834	20141213		Poliza de Depósitos Tienda No. 16	016	60051038	20141213					20141213
1838	20141213		Poliza de Depósitos Tienda No. 16	016	713120	20141213					20141213
1842	20141213		Poliza de Depósitos Tienda No. 16	016	760122	20141213					20141213
1846	20141213		Poliza de Depósitos Tienda No. 16	016	89489	20141213					20141213
1823	20141213		Poliza de Depósitos Tienda No. 16	016	045713	20141213					20141213
1827	20141213		Poliza de Depósitos Tienda No. 16	016	24409	20141213					20141213
1831	20141213		Poliza de Depósitos Tienda No. 16	016	371433	20141213					20141213
1835	20141213		Poliza de Depósitos Tienda No. 16	016	639934	20141213					20141213
1839	20141213		Poliza de Depósitos Tienda No. 16	016	73928	20141213					20141213
1843	20141213		Poliza de Depósitos Tienda No. 16	016	784602	20141213					20141213
1847	20141213		Poliza de Depósitos Tienda No. 16	016	91005	20141213					20141213
1824	20141213		Poliza de Depósitos Tienda No. 16	016	17663	20141213					20141213
1828	20141213		Poliza de Depósitos Tienda No. 16	016	261552	20141213					20141213
1832	20141213		Poliza de Depósitos Tienda No. 16	016	496220	20141213					20141213
1836	20141213		Poliza de Depósitos Tienda No. 16	016	667214	20141213					20141213
1840	20141213		Poliza de Depósitos Tienda No. 16	016	739782	20141213					20141213
1844	20141213		Poliza de Depósitos Tienda No. 16	016	83399	20141213					20141213
1848	20141213		Poliza de Depósitos Tienda No. 16	016	983598	20141213					20141213
1852	20141214		Poliza de Depósitos Tienda No. 16	016	158012	20141214					20141214
1856	20141214		Poliza de Depósitos Tienda No. 16	016	188880	20141214					20141214
1860	20141214		Poliza de Depósitos Tienda No. 16	016	237088	20141214					20141214
1864	20141214		Poliza de Depósitos Tienda No. 16	016	274402	20141214					20141214
1868	20141214		Poliza de Depósitos Tienda No. 16	016	3587	20141214					20141214
1872	20141214		Poliza de Depósitos Tienda No. 16	016	577608	20141214					20141214
1876	20141214		Poliza de Depósitos Tienda No. 16	016	852325	20141214					20141214
1880	20141214		Poliza de Depósitos Tienda No. 16	016	930613	20141214					20141214
1851	20141214		Poliza de Depósitos Tienda No. 16	016	133045	20141214					20141214
1855	20141214		Poliza de Depósitos Tienda No. 16	016	187578	20141214					20141214
1859	20141214		Poliza de Depósitos Tienda No. 16	016	209625	20141214					20141214
1863	20141214		Poliza de Depósitos Tienda No. 16	016	264469	20141214					20141214
1867	20141214		Poliza de Depósitos Tienda No. 16	016	321325	20141214					20141214
1871	20141214		Poliza de Depósitos Tienda No. 16	016	566651	20141214					20141214
1875	20141214		Poliza de Depósitos Tienda No. 16	016	822776	20141214					20141214
1879	20141214		Poliza de Depósitos Tienda No. 16	016	920207	20141214					20141214
1850	20141214		Poliza de Depósitos Tienda No. 16	016	115395	20141214					20141214
1854	20141214		Poliza de Depósitos Tienda No. 16	016	186327	20141214					20141214
1858	20141214		Poliza de Depósitos Tienda No. 16	016	204723	20141214					20141214
1862	20141214		Poliza de Depósitos Tienda No. 16	016	246087	20141214					20141214
1866	20141214		Poliza de Depósitos Tienda No. 16	016	310744	20141214					20141214
1870	20141214		Poliza de Depósitos Tienda No. 16	016	391583	20141214					20141214
1874	20141214		Poliza de Depósitos Tienda No. 16	016	75790	20141214					20141214
1878	20141214		Poliza de Depósitos Tienda No. 16	016	914334	20141214					20141214
1882	20141214		Poliza de Depósitos Tienda No. 16	016	949027	20141214					20141214
1849	20141214		Poliza de Depósitos Tienda No. 16	016	026894	20141214					20141214
1853	20141214		Poliza de Depósitos Tienda No. 16	016	179906	20141214					20141214
1857	20141214		Poliza de Depósitos Tienda No. 16	016	196548	20141214					20141214
1861	20141214		Poliza de Depósitos Tienda No. 16	016	244792	20141214					20141214
1865	20141214		Poliza de Depósitos Tienda No. 16	016	298	20141214					20141214
1869	20141214		Poliza de Depósitos Tienda No. 16	016	389920	20141214					20141214
1873	20141214		Poliza de Depósitos Tienda No. 16	016	5819	20141214					20141214
1877	20141214		Poliza de Depósitos Tienda No. 16	016	89490	20141214					20141214
1881	20141214		Poliza de Depósitos Tienda No. 16	016	934431	20141214					20141214
1885	20141215		Poliza de Depósitos Tienda No. 16	016	227354	20141215					20141215
1889	20141215		Poliza de Depósitos Tienda No. 16	016	712089	20141215					20141215
1886	20141215		Poliza de Depósitos Tienda No. 16	016	665816	20141215					20141215
1890	20141215		Poliza de Depósitos Tienda No. 16	016	722371	20141215					20141215
1883	20141215		Poliza de Depósitos Tienda No. 16	016	000309	20141215					20141215
1887	20141215		Poliza de Depósitos Tienda No. 16	016	676656	20141215					20141215
1891	20141215		Poliza de Depósitos Tienda No. 16	016	85802	20141215					20141215
1884	20141215		Poliza de Depósitos Tienda No. 16	016	175908	20141215					20141215
1888	20141215		Poliza de Depósitos Tienda No. 16	016	684442	20141215					20141215
1892	20141215		Poliza de Depósitos Tienda No. 16	016	89491	20141215					20141215
1896	20141216		Poliza de Depósitos Tienda No. 16	016	198352	20141216					20141216
1900	20141216		Poliza de Depósitos Tienda No. 16	016	286471	20141216					20141216
1904	20141216		Poliza de Depósitos Tienda No. 16	016	672580	20141216					20141216
1895	20141216		Poliza de Depósitos Tienda No. 16	016	134501	20141216					20141216
1899	20141216		Poliza de Depósitos Tienda No. 16	016	247277	20141216					20141216
1903	20141216		Poliza de Depósitos Tienda No. 16	016	342407	20141216					20141216
1894	20141216		Poliza de Depósitos Tienda No. 16	016	116015	20141216					20141216
1898	20141216		Poliza de Depósitos Tienda No. 16	016	221528	20141216					20141216
1902	20141216		Poliza de Depósitos Tienda No. 16	016	335225	20141216					20141216
1893	20141216		Poliza de Depósitos Tienda No. 16	016	000312	20141216					20141216
1897	20141216		Poliza de Depósitos Tienda No. 16	016	202488	20141216					20141216
1901	20141216		Poliza de Depósitos Tienda No. 16	016	320959	20141216					20141216
1905	20141216		Poliza de Depósitos Tienda No. 16	016	89492	20141216					20141216
1909	20141217		Poliza de Depósitos Tienda No. 16	016	336259	20141217					20141217
1913	20141217		Poliza de Depósitos Tienda No. 16	016	474548	20141217					20141217
1906	20141217		Poliza de Depósitos Tienda No. 16	016	002277	20141217					20141217
1910	20141217		Poliza de Depósitos Tienda No. 16	016	380345	20141217					20141217
1914	20141217		Poliza de Depósitos Tienda No. 16	016	653710	20141217					20141217
1907	20141217		Poliza de Depósitos Tienda No. 16	016	084604	20141217					20141217
1911	20141217		Poliza de Depósitos Tienda No. 16	016	425881	20141217					20141217
1915	20141217		Poliza de Depósitos Tienda No. 16	016	776741	20141217					20141217
1908	20141217		Poliza de Depósitos Tienda No. 16	016	310608	20141217					20141217
1912	20141217		Poliza de Depósitos Tienda No. 16	016	438680	20141217					20141217
1916	20141217		Poliza de Depósitos Tienda No. 16	016	89493	20141217					20141217
1920	20141218		Poliza de Depósitos Tienda No. 16	016	213797	20141218					20141218
1924	20141218		Poliza de Depósitos Tienda No. 16	016	266690	20141218					20141218
1928	20141218		Poliza de Depósitos Tienda No. 16	016	606859	20141218					20141218
1919	20141218		Poliza de Depósitos Tienda No. 16	016	032494	20141218					20141218
1923	20141218		Poliza de Depósitos Tienda No. 16	016	260278	20141218					20141218
1927	20141218		Poliza de Depósitos Tienda No. 16	016	572021	20141218					20141218
1931	20141218		Poliza de Depósitos Tienda No. 16	016	983032	20141218					20141218
1918	20141218		Poliza de Depósitos Tienda No. 16	016	008176	20141218					20141218
1922	20141218		Poliza de Depósitos Tienda No. 16	016	253797	20141218					20141218
1926	20141218		Poliza de Depósitos Tienda No. 16	016	566037	20141218					20141218
1930	20141218		Poliza de Depósitos Tienda No. 16	016	89494	20141218					20141218
1917	20141218		Poliza de Depósitos Tienda No. 16	016	007405	20141218					20141218
1921	20141218		Poliza de Depósitos Tienda No. 16	016	246607	20141218					20141218
1925	20141218		Poliza de Depósitos Tienda No. 16	016	292194	20141218					20141218
1929	20141218		Poliza de Depósitos Tienda No. 16	016	739709	20141218					20141218
1933	20141219		Poliza de Depósitos Tienda No. 16	016	120591	20141219					20141219
1937	20141219		Poliza de Depósitos Tienda No. 16	016	216158	20141219					20141219
1941	20141219		Poliza de Depósitos Tienda No. 16	016	886959	20141219					20141219
1945	20141219		Poliza de Depósitos Tienda No. 16	016	995978	20141219					20141219
1934	20141219		Poliza de Depósitos Tienda No. 16	016	178699	20141219					20141219
1938	20141219		Poliza de Depósitos Tienda No. 16	016	221024	20141219					20141219
1942	20141219		Poliza de Depósitos Tienda No. 16	016	887853	20141219					20141219
1935	20141219		Poliza de Depósitos Tienda No. 16	016	204065	20141219					20141219
1939	20141219		Poliza de Depósitos Tienda No. 16	016	356	20141219					20141219
1943	20141219		Poliza de Depósitos Tienda No. 16	016	89495	20141219					20141219
1932	20141219		Poliza de Depósitos Tienda No. 16	016	005055	20141219					20141219
1936	20141219		Poliza de Depósitos Tienda No. 16	016	210131	20141219					20141219
1940	20141219		Poliza de Depósitos Tienda No. 16	016	60050368	20141219					20141219
1944	20141219		Poliza de Depósitos Tienda No. 16	016	923466	20141219					20141219
1948	20141220		Poliza de Depósitos Tienda No. 16	016	1310269	20141220					20141220
1952	20141220		Poliza de Depósitos Tienda No. 16	016	238510	20141220					20141220
1956	20141220		Poliza de Depósitos Tienda No. 16	016	307758	20141220					20141220
1960	20141220		Poliza de Depósitos Tienda No. 16	016	382157	20141220					20141220
1964	20141220		Poliza de Depósitos Tienda No. 16	016	439857	20141220					20141220
1968	20141220		Poliza de Depósitos Tienda No. 16	016	484987	20141220					20141220
1972	20141220		Poliza de Depósitos Tienda No. 16	016	545147	20141220					20141220
1976	20141220		Poliza de Depósitos Tienda No. 16	016	633857	20141220					20141220
1980	20141220		Poliza de Depósitos Tienda No. 16	016	825813	20141220					20141220
1984	20141220		Poliza de Depósitos Tienda No. 16	016	89496	20141220					20141220
1988	20141220		Poliza de Depósitos Tienda No. 16	016	90617	20141220					20141220
1947	20141220		Poliza de Depósitos Tienda No. 16	016	106192	20141220					20141220
1951	20141220		Poliza de Depósitos Tienda No. 16	016	2281	20141220					20141220
1955	20141220		Poliza de Depósitos Tienda No. 16	016	295912	20141220					20141220
1959	20141220		Poliza de Depósitos Tienda No. 16	016	315760	20141220					20141220
1963	20141220		Poliza de Depósitos Tienda No. 16	016	430721	20141220					20141220
1967	20141220		Poliza de Depósitos Tienda No. 16	016	475753	20141220					20141220
1971	20141220		Poliza de Depósitos Tienda No. 16	016	529056	20141220					20141220
1975	20141220		Poliza de Depósitos Tienda No. 16	016	600947	20141220					20141220
1979	20141220		Poliza de Depósitos Tienda No. 16	016	824579.	20141220					20141220
1983	20141220		Poliza de Depósitos Tienda No. 16	016	894036	20141220					20141220
1987	20141220		Poliza de Depósitos Tienda No. 16	016	900254	20141220					20141220
1946	20141220		Poliza de Depósitos Tienda No. 16	016	078374	20141220					20141220
1950	20141220		Poliza de Depósitos Tienda No. 16	016	2020256	20141220					20141220
1954	20141220		Poliza de Depósitos Tienda No. 16	016	261034	20141220					20141220
1958	20141220		Poliza de Depósitos Tienda No. 16	016	315644	20141220					20141220
1962	20141220		Poliza de Depósitos Tienda No. 16	016	423856	20141220					20141220
1966	20141220		Poliza de Depósitos Tienda No. 16	016	453724	20141220					20141220
1970	20141220		Poliza de Depósitos Tienda No. 16	016	515774	20141220					20141220
1974	20141220		Poliza de Depósitos Tienda No. 16	016	575785	20141220					20141220
1978	20141220		Poliza de Depósitos Tienda No. 16	016	813700	20141220					20141220
1982	20141220		Poliza de Depósitos Tienda No. 16	016	871394	20141220					20141220
1986	20141220		Poliza de Depósitos Tienda No. 16	016	895562	20141220					20141220
1949	20141220		Poliza de Depósitos Tienda No. 16	016	194105	20141220					20141220
1953	20141220		Poliza de Depósitos Tienda No. 16	016	250358	20141220					20141220
1957	20141220		Poliza de Depósitos Tienda No. 16	016	312284	20141220					20141220
1961	20141220		Poliza de Depósitos Tienda No. 16	016	420882	20141220					20141220
1965	20141220		Poliza de Depósitos Tienda No. 16	016	446306	20141220					20141220
1969	20141220		Poliza de Depósitos Tienda No. 16	016	485020	20141220					20141220
1973	20141220		Poliza de Depósitos Tienda No. 16	016	559076	20141220					20141220
1977	20141220		Poliza de Depósitos Tienda No. 16	016	671489	20141220					20141220
1981	20141220		Poliza de Depósitos Tienda No. 16	016	863018	20141220					20141220
1985	20141220		Poliza de Depósitos Tienda No. 16	016	89498	20141220					20141220
1989	20141221		Poliza de Depósitos Tienda No. 16	016	113979	20141221					20141221
1993	20141221		Poliza de Depósitos Tienda No. 16	016	145431	20141221					20141221
1997	20141221		Poliza de Depósitos Tienda No. 16	016	212638	20141221					20141221
2001	20141221		Poliza de Depósitos Tienda No. 16	016	32274	20141221					20141221
2005	20141221		Poliza de Depósitos Tienda No. 16	016	501840	20141221					20141221
2009	20141221		Poliza de Depósitos Tienda No. 16	016	578642	20141221					20141221
2013	20141221		Poliza de Depósitos Tienda No. 16	016	742601	20141221					20141221
2017	20141221		Poliza de Depósitos Tienda No. 16	016	89500	20141221					20141221
1990	20141221		Poliza de Depósitos Tienda No. 16	016	114486	20141221					20141221
1994	20141221		Poliza de Depósitos Tienda No. 16	016	163710	20141221					20141221
1998	20141221		Poliza de Depósitos Tienda No. 16	016	239893	20141221					20141221
2002	20141221		Poliza de Depósitos Tienda No. 16	016	425	20141221					20141221
2006	20141221		Poliza de Depósitos Tienda No. 16	016	539358	20141221					20141221
2010	20141221		Poliza de Depósitos Tienda No. 16	016	635850	20141221					20141221
2014	20141221		Poliza de Depósitos Tienda No. 16	016	784123	20141221					20141221
2018	20141221		Poliza de Depósitos Tienda No. 16	016	929794	20141221					20141221
1991	20141221		Poliza de Depósitos Tienda No. 16	016	12591	20141221					20141221
1995	20141221		Poliza de Depósitos Tienda No. 16	016	188123	20141221					20141221
1999	20141221		Poliza de Depósitos Tienda No. 16	016	24168	20141221					20141221
2003	20141221		Poliza de Depósitos Tienda No. 16	016	471848	20141221					20141221
2007	20141221		Poliza de Depósitos Tienda No. 16	016	562474	20141221					20141221
2011	20141221		Poliza de Depósitos Tienda No. 16	016	683145	20141221					20141221
2015	20141221		Poliza de Depósitos Tienda No. 16	016	795439	20141221					20141221
2019	20141221		Poliza de Depósitos Tienda No. 16	016	954054	20141221					20141221
1992	20141221		Poliza de Depósitos Tienda No. 16	016	13833	20141221					20141221
1996	20141221		Poliza de Depósitos Tienda No. 16	016	19015	20141221					20141221
2000	20141221		Poliza de Depósitos Tienda No. 16	016	24437	20141221					20141221
2004	20141221		Poliza de Depósitos Tienda No. 16	016	472115	20141221					20141221
2008	20141221		Poliza de Depósitos Tienda No. 16	016	568421	20141221					20141221
2012	20141221		Poliza de Depósitos Tienda No. 16	016	695895	20141221					20141221
2016	20141221		Poliza de Depósitos Tienda No. 16	016	89499	20141221					20141221
2020	20141221		Poliza de Depósitos Tienda No. 16	016	995450	20141221					20141221
2024	20141222		Poliza de Depósitos Tienda No. 16	016	040510	20141222					20141222
2028	20141222		Poliza de Depósitos Tienda No. 16	016	10002	20141222					20141222
2032	20141222		Poliza de Depósitos Tienda No. 16	016	156504	20141222					20141222
2036	20141222		Poliza de Depósitos Tienda No. 16	016	726820	20141222					20141222
2023	20141222		Poliza de Depósitos Tienda No. 16	016	034852	20141222					20141222
2027	20141222		Poliza de Depósitos Tienda No. 16	016	090664	20141222					20141222
2031	20141222		Poliza de Depósitos Tienda No. 16	016	131803	20141222					20141222
2035	20141222		Poliza de Depósitos Tienda No. 16	016	401091	20141222					20141222
2039	20141222		Poliza de Depósitos Tienda No. 16	016	89501	20141222					20141222
2022	20141222		Poliza de Depósitos Tienda No. 16	016	028494	20141222					20141222
2026	20141222		Poliza de Depósitos Tienda No. 16	016	054643	20141222					20141222
2030	20141222		Poliza de Depósitos Tienda No. 16	016	129035	20141222					20141222
2034	20141222		Poliza de Depósitos Tienda No. 16	016	277529	20141222					20141222
2038	20141222		Poliza de Depósitos Tienda No. 16	016	849737	20141222					20141222
2021	20141222		Poliza de Depósitos Tienda No. 16	016	000456	20141222					20141222
2025	20141222		Poliza de Depósitos Tienda No. 16	016	052972	20141222					20141222
2029	20141222		Poliza de Depósitos Tienda No. 16	016	110478	20141222					20141222
2033	20141222		Poliza de Depósitos Tienda No. 16	016	205075	20141222					20141222
2037	20141222		Poliza de Depósitos Tienda No. 16	016	839273	20141222					20141222
2041	20141223		Poliza de Depósitos Tienda No. 16	016	002287	20141223					20141223
2045	20141223		Poliza de Depósitos Tienda No. 16	016	181211	20141223					20141223
2049	20141223		Poliza de Depósitos Tienda No. 16	016	221749	20141223					20141223
2053	20141223		Poliza de Depósitos Tienda No. 16	016	282411	20141223					20141223
2057	20141223		Poliza de Depósitos Tienda No. 16	016	532138	20141223					20141223
2061	20141223		Poliza de Depósitos Tienda No. 16	016	589028	20141223					20141223
2065	20141223		Poliza de Depósitos Tienda No. 16	016	892783	20141223					20141223
2042	20141223		Poliza de Depósitos Tienda No. 16	016	142155	20141223					20141223
2046	20141223		Poliza de Depósitos Tienda No. 16	016	191838	20141223					20141223
2050	20141223		Poliza de Depósitos Tienda No. 16	016	250328	20141223					20141223
2054	20141223		Poliza de Depósitos Tienda No. 16	016	291478	20141223					20141223
2058	20141223		Poliza de Depósitos Tienda No. 16	016	540117	20141223					20141223
2062	20141223		Poliza de Depósitos Tienda No. 16	016	6327743	20141223					20141223
2066	20141223		Poliza de Depósitos Tienda No. 16	016	89608	20141223					20141223
2043	20141223		Poliza de Depósitos Tienda No. 16	016	16877	20141223					20141223
2047	20141223		Poliza de Depósitos Tienda No. 16	016	194061	20141223					20141223
2051	20141223		Poliza de Depósitos Tienda No. 16	016	272419	20141223					20141223
2055	20141223		Poliza de Depósitos Tienda No. 16	016	418978	20141223					20141223
2059	20141223		Poliza de Depósitos Tienda No. 16	016	569006	20141223					20141223
2063	20141223		Poliza de Depósitos Tienda No. 16	016	681776	20141223					20141223
2067	20141223		Poliza de Depósitos Tienda No. 16	016	95089	20141223					20141223
2040	20141223		Poliza de Depósitos Tienda No. 16	016	000459	20141223					20141223
2044	20141223		Poliza de Depósitos Tienda No. 16	016	177187	20141223					20141223
2048	20141223		Poliza de Depósitos Tienda No. 16	016	195968	20141223					20141223
2052	20141223		Poliza de Depósitos Tienda No. 16	016	274635	20141223					20141223
2056	20141223		Poliza de Depósitos Tienda No. 16	016	526701	20141223					20141223
2060	20141223		Poliza de Depósitos Tienda No. 16	016	579386	20141223					20141223
2064	20141223		Poliza de Depósitos Tienda No. 16	016	7034	20141223					20141223
2068	20141223		Poliza de Depósitos Tienda No. 16	016	TIGRE1	20141223					20141223
2072	20141224		Poliza de Depósitos Tienda No. 16	016	19740	20141224					20141224
2076	20141224		Poliza de Depósitos Tienda No. 16	016	23876	20141224					20141224
2080	20141224		Poliza de Depósitos Tienda No. 16	016	404670	20141224					20141224
2084	20141224		Poliza de Depósitos Tienda No. 16	016	691198	20141224					20141224
2088	20141224		Poliza de Depósitos Tienda No. 16	016	991357	20141224					20141224
2071	20141224		Poliza de Depósitos Tienda No. 16	016	187863	20141224					20141224
2075	20141224		Poliza de Depósitos Tienda No. 16	016	234215	20141224					20141224
2079	20141224		Poliza de Depósitos Tienda No. 16	016	379961	20141224					20141224
2083	20141224		Poliza de Depósitos Tienda No. 16	016	667936	20141224					20141224
2087	20141224		Poliza de Depósitos Tienda No. 16	016	89609	20141224					20141224
2070	20141224		Poliza de Depósitos Tienda No. 16	016	164742	20141224					20141224
2074	20141224		Poliza de Depósitos Tienda No. 16	016	22203	20141224					20141224
2078	20141224		Poliza de Depósitos Tienda No. 16	016	369948	20141224					20141224
2082	20141224		Poliza de Depósitos Tienda No. 16	016	521295	20141224					20141224
2086	20141224		Poliza de Depósitos Tienda No. 16	016	877965	20141224					20141224
2069	20141224		Poliza de Depósitos Tienda No. 16	016	146181	20141224					20141224
2073	20141224		Poliza de Depósitos Tienda No. 16	016	204661	20141224					20141224
