RecordKey	LineNum	AccountCode	Debit	Credit	DueDate	ProjectCode	Reference1	Reference2	VatAmount	VatDate	VatLine
RecordKey	LineNum	AccountCode	Debit	Credit	DueDate	ProjectCode	Reference1	Reference2	VatAmount	VatDate	VatLine
1	0	_SYS00000000037	880.20	0.00000000	20141201	001		124414		20141201	
1	1	_SYS00000000127	0.00	880.20000000	20141201	001		124414		20141201	
2	0	_SYS00000000127	0.00	390.00000000	20141201	001		125934		20141201	
2	1	_SYS00000000036	390.00	0.00000000	20141201	001		125934		20141201	
3	0	_SYS00000000036	3872.42	0.00000000	20141201	001		129812		20141201	
3	1	_SYS00000000127	0.00	3872.42000000	20141201	001		129812		20141201	
4	0	_SYS00000000127	0.00	329.50000000	20141201	001		264586		20141201	
4	1	_SYS00000000038	329.50	0.00000000	20141201	001		264586		20141201	
5	0	_SYS00000000127	0.00	932.99000000	20141201	001		51796145		20141201	
5	1	_SYS00000000031	932.99	0.00000000	20141201	001		51796145		20141201	
6	0	_SYS00000000127	0.00	423.64000000	20141201	001		882064		20141201	
6	1	_SYS00000000038	423.64	0.00000000	20141201	001		882064		20141201	
7	0	_SYS00000000038	103.55	0.00000000	20141202	001		088348		20141202	
7	1	_SYS00000000127	0.00	103.55000000	20141202	001		088348		20141202	
8	0	_SYS00000000127	0.00	2689.93000000	20141202	001		129814		20141202	
8	1	_SYS00000000036	2689.93	0.00000000	20141202	001		129814		20141202	
9	0	_SYS00000000127	0.00	244.76000000	20141203	001		109487		20141203	
9	1	_SYS00000000038	244.76	0.00000000	20141203	001		109487		20141203	
10	0	_SYS00000000127	0.00	3757.40000000	20141203	001		129815		20141203	
10	1	_SYS00000000036	3757.40	0.00000000	20141203	001		129815		20141203	
11	0	_SYS00000000127	0.00	400.10000000	20141203	001		277166		20141203	
11	1	_SYS00000000038	400.10	0.00000000	20141203	001		277166		20141203	
12	0	_SYS00000000038	489.53	0.00000000	20141203	001		522061		20141203	
12	1	_SYS00000000127	0.00	489.53000000	20141203	001		522061		20141203	
13	0	_SYS00000000127	0.00	635.45000000	20141203	001		608830		20141203	
13	1	_SYS00000000038	635.45	0.00000000	20141203	001		608830		20141203	
14	0	_SYS00000000127	0.00	517.78000000	20141203	001		696621		20141203	
14	1	_SYS00000000037	517.78	0.00000000	20141203	001		696621		20141203	
15	0	_SYS00000000127	0.00	593.10000000	20141203	001		TIGRE1		20141203	
15	1	_SYS00000000038	593.10	0.00000000	20141203	001		TIGRE1		20141203	
16	0	_SYS00000000127	0.00	550.73000000	20141204	001		037668		20141204	
16	1	_SYS00000000038	550.73	0.00000000	20141204	001		037668		20141204	
17	0	_SYS00000000127	0.00	914.98000000	20141204	001		129817		20141204	
17	1	_SYS00000000036	914.98	0.00000000	20141204	001		129817		20141204	
18	0	_SYS00000000038	343.61	0.00000000	20141204	001		212087		20141204	
18	1	_SYS00000000127	0.00	343.61000000	20141204	001		212087		20141204	
19	0	_SYS00000000127	0.00	348.32000000	20141204	001		293908		20141204	
19	1	_SYS00000000038	348.32	0.00000000	20141204	001		293908		20141204	
20	0	_SYS00000000127	0.00	3259.92000000	20141205	001		129818		20141205	
20	1	_SYS00000000036	3259.92	0.00000000	20141205	001		129818		20141205	
21	0	_SYS00000000127	0.00	225.93000000	20141205	001		647274		20141205	
21	1	_SYS00000000037	225.93	0.00000000	20141205	001		647274		20141205	
22	0	_SYS00000000127	0.00	56.49000000	20141205	001		TIGRE1		20141205	
22	1	_SYS00000000038	56.49	0.00000000	20141205	001		TIGRE1		20141205	
23	0	_SYS00000000127	0.00	451.88000000	20141206	001		000935		20141206	
23	1	_SYS00000000038	451.88	0.00000000	20141206	001		000935		20141206	
24	0	_SYS00000000038	456.59	0.00000000	20141206	001		099478		20141206	
24	1	_SYS00000000127	0.00	456.59000000	20141206	001		099478		20141206	
25	0	_SYS00000000127	0.00	7904.84000000	20141206	001		129819		20141206	
25	1	_SYS00000000036	7904.84	0.00000000	20141206	001		129819		20141206	
26	0	_SYS00000000127	0.00	484.82000000	20141206	001		227354		20141206	
26	1	_SYS00000000037	484.82	0.00000000	20141206	001		227354		20141206	
27	0	_SYS00000000127	0.00	484.82000000	20141206	001		241223		20141206	
27	1	_SYS00000000038	484.82	0.00000000	20141206	001		241223		20141206	
28	0	_SYS00000000038	301.25	0.00000000	20141206	001		3328855		20141206	
28	1	_SYS00000000127	0.00	301.25000000	20141206	001		3328855		20141206	
29	0	_SYS00000000127	0.00	741.36000000	20141206	001		40052449		20141206	
29	1	_SYS00000000037	741.36	0.00000000	20141206	001		40052449		20141206	
30	0	_SYS00000000127	0.00	574.27000000	20141206	001		561598		20141206	
30	1	_SYS00000000038	574.27	0.00000000	20141206	001		561598		20141206	
31	0	_SYS00000000038	188.28	0.00000000	20141206	001		572133		20141206	
31	1	_SYS00000000127	0.00	188.28000000	20141206	001		572133		20141206	
32	0	_SYS00000000127	0.00	470.70000000	20141206	001		650494		20141206	
32	1	_SYS00000000037	470.70	0.00000000	20141206	001		650494		20141206	
33	0	_SYS00000000037	484.82	0.00000000	20141206	001		670295		20141206	
33	1	_SYS00000000127	0.00	484.82000000	20141206	001		670295		20141206	
34	0	_SYS00000000127	0.00	329.50000000	20141206	001		671760		20141206	
34	1	_SYS00000000037	329.50	0.00000000	20141206	001		671760		20141206	
35	0	_SYS00000000127	0.00	350.67000000	20141207	001		033961		20141207	
35	1	_SYS00000000038	350.67	0.00000000	20141207	001		033961		20141207	
36	0	_SYS00000000038	390.68	0.00000000	20141207	001		048905		20141207	
36	1	_SYS00000000127	0.00	390.68000000	20141207	001		048905		20141207	
37	0	_SYS00000000127	0.00	498.95000000	20141207	001		049339		20141207	
37	1	_SYS00000000038	498.95	0.00000000	20141207	001		049339		20141207	
38	0	_SYS00000000127	0.00	9489.79000000	20141207	001		129820		20141207	
38	1	_SYS00000000036	9489.79	0.00000000	20141207	001		129820		20141207	
39	0	_SYS00000000127	0.00	788.43000000	20141207	001		173349		20141207	
39	1	_SYS00000000038	788.43	0.00000000	20141207	001		173349		20141207	
40	0	_SYS00000000038	371.85	0.00000000	20141207	001		189123		20141207	
40	1	_SYS00000000127	0.00	371.85000000	20141207	001		189123		20141207	
41	0	_SYS00000000127	0.00	470.69000000	20141207	001		201404		20141207	
41	1	_SYS00000000037	470.69	0.00000000	20141207	001		201404		20141207	
42	0	_SYS00000000127	0.00	847.26000000	20141207	001		202442		20141207	
42	1	_SYS00000000038	847.26	0.00000000	20141207	001		202442		20141207	
43	0	_SYS00000000038	395.39	0.00000000	20141207	001		269828		20141207	
43	1	_SYS00000000127	0.00	395.39000000	20141207	001		269828		20141207	
44	0	_SYS00000000127	0.00	395.39000000	20141207	001		364699		20141207	
44	1	_SYS00000000038	395.39	0.00000000	20141207	001		364699		20141207	
45	0	_SYS00000000038	494.24	0.00000000	20141207	001		458942		20141207	
45	1	_SYS00000000127	0.00	494.24000000	20141207	001		458942		20141207	
46	0	_SYS00000000127	0.00	611.92000000	20141207	001		460100		20141207	
46	1	_SYS00000000038	611.92	0.00000000	20141207	001		460100		20141207	
47	0	_SYS00000000127	0.00	658.99000000	20141207	001		695964		20141207	
47	1	_SYS00000000037	658.99	0.00000000	20141207	001		695964		20141207	
48	0	_SYS00000000127	0.00	470.70000000	20141207	001		902670		20141207	
48	1	_SYS00000000038	470.70	0.00000000	20141207	001		902670		20141207	
49	0	_SYS00000000038	564.85	0.00000000	20141207	001		904358		20141207	
49	1	_SYS00000000127	0.00	564.85000000	20141207	001		904358		20141207	
50	0	_SYS00000000127	0.00	480.12000000	20141207	001		906047		20141207	
50	1	_SYS00000000038	480.12	0.00000000	20141207	001		906047		20141207	
51	0	_SYS00000000038	409.51	0.00000000	20141207	001		984515		20141207	
51	1	_SYS00000000127	0.00	409.51000000	20141207	001		984515		20141207	
52	0	_SYS00000000127	0.00	282.42000000	20141208	001		006029		20141208	
52	1	_SYS00000000037	282.42	0.00000000	20141208	001		006029		20141208	
53	0	_SYS00000000127	0.00	381.27000000	20141208	001		068289		20141208	
53	1	_SYS00000000038	381.27	0.00000000	20141208	001		068289		20141208	
54	0	_SYS00000000127	0.00	4279.90000000	20141208	001		125824		20141208	
54	1	_SYS00000000036	4279.90	0.00000000	20141208	001		125824		20141208	
55	0	_SYS00000000127	0.00	282.42000000	20141208	001		215051		20141208	
55	1	_SYS00000000038	282.42	0.00000000	20141208	001		215051		20141208	
56	0	_SYS00000000038	423.64	0.00000000	20141208	001		257740		20141208	
56	1	_SYS00000000127	0.00	423.64000000	20141208	001		257740		20141208	
57	0	_SYS00000000127	0.00	651.93000000	20141208	001		275602		20141208	
57	1	_SYS00000000038	651.93	0.00000000	20141208	001		275602		20141208	
58	0	_SYS00000000038	522.48	0.00000000	20141208	001		337618		20141208	
58	1	_SYS00000000127	0.00	522.48000000	20141208	001		337618		20141208	
59	0	_SYS00000000127	0.00	553.08000000	20141208	001		648034		20141208	
59	1	_SYS00000000038	553.08	0.00000000	20141208	001		648034		20141208	
60	0	_SYS00000000038	400.10	0.00000000	20141208	001		723060		20141208	
60	1	_SYS00000000127	0.00	400.10000000	20141208	001		723060		20141208	
61	0	_SYS00000000038	244.76	0.00000000	20141209	001		  178829		20141209	
61	1	_SYS00000000127	0.00	244.76000000	20141209	001		  178829		20141209	
62	0	_SYS00000000127	0.00	409.51000000	20141209	001		066082		20141209	
62	1	_SYS00000000037	409.51	0.00000000	20141209	001		066082		20141209	
63	0	_SYS00000000127	0.00	5974.86000000	20141209	001		125909		20141209	
63	1	_SYS00000000036	5974.86	0.00000000	20141209	001		125909		20141209	
64	0	_SYS00000000036	3224.91	0.00000000	20141210	001		125927		20141210	
64	1	_SYS00000000127	0.00	3224.91000000	20141210	001		125927		20141210	
65	0	_SYS00000000127	0.00	400.10000000	20141210	001		276413		20141210	
65	1	_SYS00000000038	400.10	0.00000000	20141210	001		276413		20141210	
66	0	_SYS00000000038	651.93	0.00000000	20141210	001		315348		20141210	
66	1	_SYS00000000127	0.00	651.93000000	20141210	001		315348		20141210	
67	0	_SYS00000000127	0.00	451.88000000	20141211	001		060965		20141211	
67	1	_SYS00000000038	451.88	0.00000000	20141211	001		060965		20141211	
68	0	_SYS00000000127	0.00	5156.44000000	20141211	001		125911		20141211	
68	1	_SYS00000000036	5156.44	0.00000000	20141211	001		125911		20141211	
69	0	_SYS00000000127	0.00	338.90000000	20141211	001		318045		20141211	
69	1	_SYS00000000038	338.90	0.00000000	20141211	001		318045		20141211	
70	0	_SYS00000000038	550.73	0.00000000	20141211	001		332208		20141211	
70	1	_SYS00000000127	0.00	550.73000000	20141211	001		332208		20141211	
71	0	_SYS00000000127	0.00	90.93000000	20141211	001		60053698		20141211	
71	1	_SYS00000000030	90.93	0.00000000	20141211	001		60053698		20141211	
72	0	_SYS00000000127	0.00	169.45000000	20141211	001		661585		20141211	
72	1	_SYS00000000037	169.45	0.00000000	20141211	001		661585		20141211	
73	0	_SYS00000000127	0.00	465.99000000	20141211	001		676750		20141211	
73	1	_SYS00000000038	465.99	0.00000000	20141211	001		676750		20141211	
74	0	_SYS00000000038	451.88	0.00000000	20141212	001		000979		20141212	
74	1	_SYS00000000127	0.00	451.88000000	20141212	001		000979		20141212	
75	0	_SYS00000000127	0.00	6925.35000000	20141212	001		125912		20141212	
75	1	_SYS00000000036	6925.35	0.00000000	20141212	001		125912		20141212	
76	0	_SYS00000000127	0.00	600.15000000	20141212	001		346713		20141212	
76	1	_SYS00000000038	600.15	0.00000000	20141212	001		346713		20141212	
77	0	_SYS00000000127	0.00	67.00000000	20141212	001		60051027		20141212	
77	1	_SYS00000000030	67.00	0.00000000	20141212	001		60051027		20141212	
78	0	_SYS00000000127	0.00	494.24000000	20141212	001		603286		20141212	
78	1	_SYS00000000038	494.24	0.00000000	20141212	001		603286		20141212	
79	0	_SYS00000000038	454.22	0.00000000	20141212	001		606316		20141212	
79	1	_SYS00000000127	0.00	454.22000000	20141212	001		606316		20141212	
80	0	_SYS00000000127	0.00	555.44000000	20141212	001		686969		20141212	
80	1	_SYS00000000037	555.44	0.00000000	20141212	001		686969		20141212	
81	0	_SYS00000000037	414.22	0.00000000	20141212	001		686998		20141212	
81	1	_SYS00000000127	0.00	414.22000000	20141212	001		686998		20141212	
82	0	_SYS00000000038	600.15	0.00000000	20141213	001		003892		20141213	
82	1	_SYS00000000127	0.00	600.15000000	20141213	001		003892		20141213	
83	0	_SYS00000000127	0.00	564.85000000	20141213	001		007637		20141213	
83	1	_SYS00000000038	564.85	0.00000000	20141213	001		007637		20141213	
84	0	_SYS00000000038	418.93	0.00000000	20141213	001		014720		20141213	
84	1	_SYS00000000127	0.00	418.93000000	20141213	001		014720		20141213	
85	0	_SYS00000000127	0.00	1162.62000000	20141213	001		035908		20141213	
85	1	_SYS00000000038	1162.62	0.00000000	20141213	001		035908		20141213	
86	0	_SYS00000000038	611.92	0.00000000	20141213	001		044936		20141213	
86	1	_SYS00000000127	0.00	611.92000000	20141213	001		044936		20141213	
87	0	_SYS00000000127	0.00	541.31000000	20141213	001		049459		20141213	
87	1	_SYS00000000038	541.31	0.00000000	20141213	001		049459		20141213	
88	0	_SYS00000000038	593.10	0.00000000	20141213	001		098236		20141213	
88	1	_SYS00000000127	0.00	593.10000000	20141213	001		098236		20141213	
89	0	_SYS00000000127	0.00	9814.76000000	20141213	001		125953		20141213	
89	1	_SYS00000000036	9814.76	0.00000000	20141213	001		125953		20141213	
90	0	_SYS00000000127	0.00	409.51000000	20141213	001		133596		20141213	
90	1	_SYS00000000038	409.51	0.00000000	20141213	001		133596		20141213	
91	0	_SYS00000000038	517.78	0.00000000	20141213	001		201335		20141213	
91	1	_SYS00000000127	0.00	517.78000000	20141213	001		201335		20141213	
92	0	_SYS00000000127	0.00	263.59000000	20141213	001		217241		20141213	
92	1	_SYS00000000038	263.59	0.00000000	20141213	001		217241		20141213	
93	0	_SYS00000000038	640.16	0.00000000	20141213	001		230861		20141213	
93	1	_SYS00000000127	0.00	640.16000000	20141213	001		230861		20141213	
94	0	_SYS00000000127	0.00	348.32000000	20141213	001		243868		20141213	
94	1	_SYS00000000038	348.32	0.00000000	20141213	001		243868		20141213	
95	0	_SYS00000000038	1292.07	0.00000000	20141213	001		398421		20141213	
95	1	_SYS00000000127	0.00	1292.07000000	20141213	001		398421		20141213	
96	0	_SYS00000000127	0.00	423.64000000	20141213	001		585192		20141213	
96	1	_SYS00000000038	423.64	0.00000000	20141213	001		585192		20141213	
97	0	_SYS00000000127	0.00	522.48000000	20141213	001		643462		20141213	
97	1	_SYS00000000037	522.48	0.00000000	20141213	001		643462		20141213	
98	0	_SYS00000000037	251.83	0.00000000	20141213	001		645970		20141213	
98	1	_SYS00000000127	0.00	251.83000000	20141213	001		645970		20141213	
99	0	_SYS00000000127	0.00	400.10000000	20141213	001		655522		20141213	
99	1	_SYS00000000037	400.10	0.00000000	20141213	001		655522		20141213	
100	0	_SYS00000000037	720.19	0.00000000	20141213	001		663051		20141213	
100	1	_SYS00000000127	0.00	720.19000000	20141213	001		663051		20141213	
101	0	_SYS00000000127	0.00	423.64000000	20141213	001		755845		20141213	
101	1	_SYS00000000038	423.64	0.00000000	20141213	001		755845		20141213	
102	0	_SYS00000000038	282.42	0.00000000	20141213	001		818534		20141213	
102	1	_SYS00000000127	0.00	282.42000000	20141213	001		818534		20141213	
103	0	_SYS00000000127	0.00	564.85000000	20141213	001		826772		20141213	
103	1	_SYS00000000038	564.85	0.00000000	20141213	001		826772		20141213	
104	0	_SYS00000000038	529.54	0.00000000	20141213	001		859367		20141213	
104	1	_SYS00000000127	0.00	529.54000000	20141213	001		859367		20141213	
105	0	_SYS00000000127	0.00	329.50000000	20141213	001		884282		20141213	
105	1	_SYS00000000038	329.50	0.00000000	20141213	001		884282		20141213	
106	0	_SYS00000000038	423.64	0.00000000	20141213	001		942022		20141213	
106	1	_SYS00000000127	0.00	423.64000000	20141213	001		942022		20141213	
107	0	_SYS00000000127	0.00	395.39000000	20141214	001		001008		20141214	
107	1	_SYS00000000038	395.39	0.00000000	20141214	001		001008		20141214	
108	0	_SYS00000000127	0.00	15187.14000000	20141214	001		125933		20141214	
108	1	_SYS00000000036	15187.14	0.00000000	20141214	001		125933		20141214	
109	0	_SYS00000000127	0.00	331.84000000	20141214	001		167042		20141214	
109	1	_SYS00000000038	331.84	0.00000000	20141214	001		167042		20141214	
110	0	_SYS00000000038	870.79	0.00000000	20141214	001		184123		20141214	
110	1	_SYS00000000127	0.00	870.79000000	20141214	001		184123		20141214	
111	0	_SYS00000000127	0.00	513.07000000	20141214	001		203825		20141214	
111	1	_SYS00000000038	513.07	0.00000000	20141214	001		203825		20141214	
112	0	_SYS00000000038	400.10	0.00000000	20141214	001		205794		20141214	
112	1	_SYS00000000127	0.00	400.10000000	20141214	001		205794		20141214	
113	0	_SYS00000000127	0.00	461.30000000	20141214	001		233780		20141214	
113	1	_SYS00000000038	461.30	0.00000000	20141214	001		233780		20141214	
114	0	_SYS00000000038	1108.51	0.00000000	20141214	001		240318		20141214	
114	1	_SYS00000000127	0.00	1108.51000000	20141214	001		240318		20141214	
115	0	_SYS00000000127	0.00	353.02000000	20141214	001		278046		20141214	
115	1	_SYS00000000038	353.02	0.00000000	20141214	001		278046		20141214	
116	0	_SYS00000000038	451.88	0.00000000	20141214	001		311910		20141214	
116	1	_SYS00000000127	0.00	451.88000000	20141214	001		311910		20141214	
117	0	_SYS00000000127	0.00	423.64000000	20141214	001		370551		20141214	
117	1	_SYS00000000038	423.64	0.00000000	20141214	001		370551		20141214	
118	0	_SYS00000000038	588.39	0.00000000	20141214	001		403372		20141214	
118	1	_SYS00000000127	0.00	588.39000000	20141214	001		403372		20141214	
119	0	_SYS00000000127	0.00	409.51000000	20141214	001		534837		20141214	
119	1	_SYS00000000038	409.51	0.00000000	20141214	001		534837		20141214	
120	0	_SYS00000000038	503.65	0.00000000	20141214	001		621824		20141214	
120	1	_SYS00000000127	0.00	503.65000000	20141214	001		621824		20141214	
121	0	_SYS00000000127	0.00	484.82000000	20141214	001		649666		20141214	
121	1	_SYS00000000038	484.82	0.00000000	20141214	001		649666		20141214	
122	0	_SYS00000000127	0.00	767.23000000	20141214	001		680552		20141214	
122	1	_SYS00000000037	767.23	0.00000000	20141214	001		680552		20141214	
123	0	_SYS00000000127	0.00	470.70000000	20141214	001		695718		20141214	
123	1	_SYS00000000038	470.70	0.00000000	20141214	001		695718		20141214	
124	0	_SYS00000000038	305.96	0.00000000	20141214	001		905012		20141214	
124	1	_SYS00000000127	0.00	305.96000000	20141214	001		905012		20141214	
125	0	_SYS00000000127	0.00	282.42000000	20141214	001		912119		20141214	
125	1	_SYS00000000038	282.42	0.00000000	20141214	001		912119		20141214	
126	0	_SYS00000000038	141.21	0.00000000	20141214	001		950057		20141214	
126	1	_SYS00000000127	0.00	141.21000000	20141214	001		950057		20141214	
127	0	_SYS00000000127	0.00	211.81000000	20141214	001		958820		20141214	
127	1	_SYS00000000038	211.81	0.00000000	20141214	001		958820		20141214	
128	0	_SYS00000000038	517.77	0.00000000	20141214	001		961264		20141214	
128	1	_SYS00000000127	0.00	517.77000000	20141214	001		961264		20141214	
129	0	_SYS00000000038	207.10	0.00000000	20141215	001		010528		20141215	
129	1	_SYS00000000127	0.00	207.10000000	20141215	001		010528		20141215	
130	0	_SYS00000000127	0.00	576.62000000	20141215	001		062919		20141215	
130	1	_SYS00000000038	576.62	0.00000000	20141215	001		062919		20141215	
131	0	_SYS00000000038	470.70	0.00000000	20141215	001		095802		20141215	
131	1	_SYS00000000127	0.00	470.70000000	20141215	001		095802		20141215	
132	0	_SYS00000000127	0.00	11124.74000000	20141215	001		125913		20141215	
132	1	_SYS00000000036	11124.74	0.00000000	20141215	001		125913		20141215	
133	0	_SYS00000000127	0.00	263.59000000	20141215	001		241214		20141215	
133	1	_SYS00000000038	263.59	0.00000000	20141215	001		241214		20141215	
134	0	_SYS00000000038	305.96	0.00000000	20141215	001		264497		20141215	
134	1	_SYS00000000127	0.00	305.96000000	20141215	001		264497		20141215	
135	0	_SYS00000000127	0.00	433.05000000	20141215	001		285904		20141215	
135	1	_SYS00000000038	433.05	0.00000000	20141215	001		285904		20141215	
136	0	_SYS00000000038	461.30	0.00000000	20141215	001		306578		20141215	
136	1	_SYS00000000127	0.00	461.30000000	20141215	001		306578		20141215	
137	0	_SYS00000000127	0.00	400.10000000	20141215	001		361968		20141215	
137	1	_SYS00000000038	400.10	0.00000000	20141215	001		361968		20141215	
138	0	_SYS00000000038	400.10	0.00000000	20141215	001		469997		20141215	
138	1	_SYS00000000127	0.00	400.10000000	20141215	001		469997		20141215	
139	0	_SYS00000000127	0.00	576.62000000	20141215	001		786469		20141215	
139	1	_SYS00000000038	576.62	0.00000000	20141215	001		786469		20141215	
140	0	_SYS00000000038	494.24	0.00000000	20141215	001		788091		20141215	
140	1	_SYS00000000127	0.00	494.24000000	20141215	001		788091		20141215	
141	0	_SYS00000000038	367.15	0.00000000	20141216	001		029768		20141216	
141	1	_SYS00000000127	0.00	367.15000000	20141216	001		029768		20141216	
142	0	_SYS00000000127	0.00	353.02000000	20141216	001		079701		20141216	
142	1	_SYS00000000038	353.02	0.00000000	20141216	001		079701		20141216	
143	0	_SYS00000000038	555.44	0.00000000	20141216	001		087991		20141216	
143	1	_SYS00000000127	0.00	555.44000000	20141216	001		087991		20141216	
144	0	_SYS00000000127	0.00	517.78000000	20141216	001		094440		20141216	
144	1	_SYS00000000038	517.78	0.00000000	20141216	001		094440		20141216	
145	0	_SYS00000000127	0.00	11522.24000000	20141216	001		138008		20141216	
145	1	_SYS00000000036	11522.24	0.00000000	20141216	001		138008		20141216	
146	0	_SYS00000000127	0.00	388.33000000	20141216	001		204259		20141216	
146	1	_SYS00000000038	388.33	0.00000000	20141216	001		204259		20141216	
147	0	_SYS00000000038	484.82	0.00000000	20141216	001		219659		20141216	
147	1	_SYS00000000127	0.00	484.82000000	20141216	001		219659		20141216	
148	0	_SYS00000000127	0.00	341.25000000	20141216	001		250377		20141216	
148	1	_SYS00000000037	341.25	0.00000000	20141216	001		250377		20141216	
149	0	_SYS00000000127	0.00	400.10000000	20141216	001		427494		20141216	
149	1	_SYS00000000038	400.10	0.00000000	20141216	001		427494		20141216	
150	0	_SYS00000000127	0.00	447.17000000	20141216	001		673891		20141216	
150	1	_SYS00000000037	447.17	0.00000000	20141216	001		673891		20141216	
151	0	_SYS00000000037	470.70	0.00000000	20141216	001		694322		20141216	
151	1	_SYS00000000127	0.00	470.70000000	20141216	001		694322		20141216	
152	0	_SYS00000000127	0.00	569.56000000	20141216	001		787893		20141216	
152	1	_SYS00000000038	569.56	0.00000000	20141216	001		787893		20141216	
153	0	_SYS00000000038	129.45	0.00000000	20141216	001		923389		20141216	
153	1	_SYS00000000127	0.00	129.45000000	20141216	001		923389		20141216	
154	0	_SYS00000000127	0.00	423.64000000	20141216	001		978060		20141216	
154	1	_SYS00000000038	423.64	0.00000000	20141216	001		978060		20141216	
155	0	_SYS00000000038	508.36	0.00000000	20141217	001		014355		20141217	
155	1	_SYS00000000127	0.00	508.36000000	20141217	001		014355		20141217	
156	0	_SYS00000000127	0.00	553.08000000	20141217	001		069569		20141217	
156	1	_SYS00000000038	553.08	0.00000000	20141217	001		069569		20141217	
157	0	_SYS00000000127	0.00	11852.23000000	20141217	001		125915		20141217	
157	1	_SYS00000000036	11852.23	0.00000000	20141217	001		125915		20141217	
158	0	_SYS00000000127	0.00	122.38000000	20141217	001		129.99		20141217	
158	1	_SYS00000000038	122.38	0.00000000	20141217	001		129.99		20141217	
159	0	_SYS00000000038	376.56	0.00000000	20141217	001		156403		20141217	
159	1	_SYS00000000127	0.00	376.56000000	20141217	001		156403		20141217	
160	0	_SYS00000000127	0.00	390.68000000	20141217	001		202669		20141217	
160	1	_SYS00000000038	390.68	0.00000000	20141217	001		202669		20141217	
161	0	_SYS00000000038	447.17	0.00000000	20141217	001		231632		20141217	
161	1	_SYS00000000127	0.00	447.17000000	20141217	001		231632		20141217	
162	0	_SYS00000000127	0.00	188.28000000	20141217	001		239353		20141217	
162	1	_SYS00000000038	188.28	0.00000000	20141217	001		239353		20141217	
163	0	_SYS00000000127	0.00	602.50000000	20141217	001		249795		20141217	
163	1	_SYS00000000038	602.50	0.00000000	20141217	001		249795		20141217	
164	0	_SYS00000000038	651.93	0.00000000	20141217	001		267429		20141217	
164	1	_SYS00000000127	0.00	651.93000000	20141217	001		267429		20141217	
165	0	_SYS00000000127	0.00	348.32000000	20141217	001		408329		20141217	
165	1	_SYS00000000038	348.32	0.00000000	20141217	001		408329		20141217	
166	0	_SYS00000000038	258.88	0.00000000	20141217	001		425214		20141217	
166	1	_SYS00000000127	0.00	258.88000000	20141217	001		425214		20141217	
167	0	_SYS00000000127	0.00	94.13000000	20141217	001		659360		20141217	
167	1	_SYS00000000038	94.13	0.00000000	20141217	001		659360		20141217	
168	0	_SYS00000000127	0.00	329.50000000	20141217	001		675985		20141217	
168	1	_SYS00000000037	329.50	0.00000000	20141217	001		675985		20141217	
169	0	_SYS00000000037	546.02	0.00000000	20141217	001		TIGRE1		20141217	
169	1	_SYS00000000127	0.00	546.02000000	20141217	001		TIGRE1		20141217	
170	0	_SYS00000000127	0.00	381.27000000	20141218	001		001079		20141218	
170	1	_SYS00000000038	381.27	0.00000000	20141218	001		001079		20141218	
171	0	_SYS00000000127	0.00	381.27000000	20141218	001		008026		20141218	
171	1	_SYS00000000037	381.27	0.00000000	20141218	001		008026		20141218	
172	0	_SYS00000000127	0.00	8319.79000000	20141218	001		125916		20141218	
172	1	_SYS00000000036	8319.79	0.00000000	20141218	001		125916		20141218	
173	0	_SYS00000000127	0.00	588.39000000	20141218	001		212744		20141218	
173	1	_SYS00000000038	588.39	0.00000000	20141218	001		212744		20141218	
174	0	_SYS00000000038	677.82	0.00000000	20141218	001		218187		20141218	
174	1	_SYS00000000127	0.00	677.82000000	20141218	001		218187		20141218	
175	0	_SYS00000000127	0.00	395.39000000	20141218	001		232644		20141218	
175	1	_SYS00000000038	395.39	0.00000000	20141218	001		232644		20141218	
176	0	_SYS00000000038	470.70	0.00000000	20141218	001		233673		20141218	
176	1	_SYS00000000127	0.00	470.70000000	20141218	001		233673		20141218	
177	0	_SYS00000000127	0.00	169.45000000	20141218	001		238642		20141218	
177	1	_SYS00000000038	169.45	0.00000000	20141218	001		238642		20141218	
178	0	_SYS00000000127	0.00	607.21000000	20141218	001		274586		20141218	
178	1	_SYS00000000037	607.21	0.00000000	20141218	001		274586		20141218	
179	0	_SYS00000000127	0.00	254.18000000	20141218	001		549920		20141218	
179	1	_SYS00000000038	254.18	0.00000000	20141218	001		549920		20141218	
180	0	_SYS00000000038	623.68	0.00000000	20141218	001		581724		20141218	
180	1	_SYS00000000127	0.00	623.68000000	20141218	001		581724		20141218	
181	0	_SYS00000000127	0.00	305.96000000	20141218	001		624278		20141218	
181	1	_SYS00000000038	305.96	0.00000000	20141218	001		624278		20141218	
182	0	_SYS00000000038	451.88	0.00000000	20141218	001		625874		20141218	
182	1	_SYS00000000127	0.00	451.88000000	20141218	001		625874		20141218	
183	0	_SYS00000000127	0.00	131.80000000	20141218	001		666931		20141218	
183	1	_SYS00000000037	131.80	0.00000000	20141218	001		666931		20141218	
184	0	_SYS00000000127	0.00	517.78000000	20141218	001		905695		20141218	
184	1	_SYS00000000038	517.78	0.00000000	20141218	001		905695		20141218	
185	0	_SYS00000000038	588.39	0.00000000	20141218	001		930088		20141218	
185	1	_SYS00000000127	0.00	588.39000000	20141218	001		930088		20141218	
186	0	_SYS00000000127	0.00	470.70000000	20141219	001		042684		20141219	
186	1	_SYS00000000038	470.70	0.00000000	20141219	001		042684		20141219	
